clip_id,start_frame,end_frame,label_start_frame,label_end_frame,target_class,event_id,event_overlap_frames,window_id
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,592,655,615,630,pass,england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p__event_0007,14,1020
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,600,663,623,638,pass,england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p__event_0007,6,1021
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,608,671,631,646,background,,0,1022
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,616,679,639,654,background,,0,1023
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,624,687,647,662,background,,0,1024
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,632,695,655,670,background,,0,1025
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,640,703,663,678,background,,0,1026
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,648,711,671,686,background,,0,1027
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,656,719,679,694,background,,0,1028
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,664,727,687,702,background,,0,1029
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,672,735,695,710,background,,0,1030
england_epl__2015_2016__2016_02_13___20_30_Chelsea_5___1_Newcastle_Utd__h2_720p,680,743,703,718,background,,0,1031
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,0,63,23,38,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,6,1032
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,8,71,31,46,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,14,1033
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,16,79,39,54,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,16,1034
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,24,87,47,62,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,16,1035
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,32,95,55,70,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,16,1036
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,40,103,63,78,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,16,1037
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,48,111,71,86,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,16,1038
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,56,119,79,94,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0001,9,1039
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,64,127,87,102,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0002,14,1040
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,72,135,95,110,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0002,16,1041
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,80,143,103,118,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0002,16,1042
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,88,151,111,126,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0002,11,1043
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,96,159,119,134,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0003,12,1044
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,104,167,127,142,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0003,16,1045
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,112,175,135,150,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0003,16,1046
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,120,183,143,158,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0003,16,1047
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,128,191,151,166,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0003,16,1048
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,136,199,159,174,carry,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0003,9,1049
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,144,207,167,182,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,14,1050
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,152,215,175,190,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,16,1051
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,160,223,183,198,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,16,1052
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,168,231,191,206,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,16,1053
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,176,239,199,214,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,16,1054
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,184,247,207,222,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,16,1055
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,192,255,215,230,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,16,1056
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,200,263,223,238,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,16,1057
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,208,271,231,246,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0004,8,1058
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,216,279,239,254,background,,0,1059
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,224,287,247,262,background,,0,1060
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,232,295,255,270,background,,0,1061
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,240,303,263,278,background,,0,1062
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,248,311,271,286,background,,0,1063
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,256,319,279,294,background,,0,1064
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,264,327,287,302,background,,0,1065
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,272,335,295,310,background,,0,1066
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,280,343,303,318,background,,0,1067
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,288,351,311,326,background,,0,1068
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,296,359,319,334,background,,0,1069
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,304,367,327,342,background,,0,1070
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,312,375,335,350,background,,0,1071
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,320,383,343,358,background,,0,1072
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,328,391,351,366,background,,0,1073
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,336,399,359,374,background,,0,1074
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,344,407,367,382,background,,0,1075
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,352,415,375,390,background,,0,1076
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,360,423,383,398,background,,0,1077
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,368,431,391,406,background,,0,1078
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,376,439,399,414,background,,0,1079
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,384,447,407,422,background,,0,1080
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,392,455,415,430,background,,0,1081
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,400,463,423,438,background,,0,1082
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,408,471,431,446,background,,0,1083
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,416,479,439,454,background,,0,1084
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,424,487,447,462,background,,0,1085
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,432,495,455,470,background,,0,1086
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,440,503,463,478,background,,0,1087
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,448,511,471,486,background,,0,1088
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,456,519,479,494,background,,0,1089
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,464,527,487,502,background,,0,1090
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,472,535,495,510,background,,0,1091
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,480,543,503,518,background,,0,1092
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,488,551,511,526,background,,0,1093
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,496,559,519,534,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,7,1094
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,504,567,527,542,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,15,1095
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,512,575,535,550,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,16,1096
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,520,583,543,558,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,16,1097
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,528,591,551,566,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,16,1098
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,536,599,559,574,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,16,1099
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,544,607,567,582,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,10,1100
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,552,615,575,590,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0006,2,1101
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,560,623,583,598,background,,0,1102
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,568,631,591,606,background,,0,1103
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,576,639,599,614,background,,0,1104
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,584,647,607,622,background,,0,1105
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,592,655,615,630,background,,0,1106
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,600,663,623,638,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0007,8,1107
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,608,671,631,646,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0007,16,1108
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,616,679,639,654,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0007,16,1109
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,624,687,647,662,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0007,16,1110
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,632,695,655,670,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0007,13,1111
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,640,703,663,678,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0008,10,1112
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,648,711,671,686,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0008,16,1113
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,656,719,679,694,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0008,16,1114
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,664,727,687,702,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0008,16,1115
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,672,735,695,710,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0008,15,1116
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p,680,743,703,718,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h1_720p__event_0008,7,1117
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,0,63,23,38,background,,0,1118
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,8,71,31,46,background,,0,1119
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,16,79,39,54,background,,0,1120
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,24,87,47,62,background,,0,1121
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,32,95,55,70,background,,0,1122
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,40,103,63,78,background,,0,1123
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,48,111,71,86,background,,0,1124
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,56,119,79,94,background,,0,1125
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,64,127,87,102,background,,0,1126
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,72,135,95,110,background,,0,1127
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,80,143,103,118,background,,0,1128
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,88,151,111,126,background,,0,1129
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,96,159,119,134,background,,0,1130
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,104,167,127,142,background,,0,1131
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,112,175,135,150,background,,0,1132
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,120,183,143,158,background,,0,1133
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,128,191,151,166,background,,0,1134
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,136,199,159,174,background,,0,1135
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,144,207,167,182,background,,0,1136
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,152,215,175,190,background,,0,1137
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,160,223,183,198,background,,0,1138
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,168,231,191,206,background,,0,1139
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,176,239,199,214,background,,0,1140
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,184,247,207,222,background,,0,1141
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,192,255,215,230,background,,0,1142
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,200,263,223,238,background,,0,1143
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,208,271,231,246,background,,0,1144
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,216,279,239,254,background,,0,1145
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,224,287,247,262,background,,0,1146
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,232,295,255,270,background,,0,1147
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,240,303,263,278,background,,0,1148
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,248,311,271,286,background,,0,1149
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,256,319,279,294,background,,0,1150
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,264,327,287,302,background,,0,1151
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,272,335,295,310,background,,0,1152
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,280,343,303,318,background,,0,1153
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,288,351,311,326,background,,0,1154
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,296,359,319,334,background,,0,1155
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,304,367,327,342,background,,0,1156
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,312,375,335,350,background,,0,1157
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,320,383,343,358,background,,0,1158
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,328,391,351,366,background,,0,1159
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,336,399,359,374,background,,0,1160
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,344,407,367,382,background,,0,1161
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,352,415,375,390,background,,0,1162
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,360,423,383,398,background,,0,1163
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,368,431,391,406,background,,0,1164
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,376,439,399,414,background,,0,1165
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,384,447,407,422,background,,0,1166
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,392,455,415,430,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0001,5,1167
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,400,463,423,438,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0001,13,1168
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,408,471,431,446,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0001,16,1169
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,416,479,439,454,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0001,10,1170
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,424,487,447,462,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,6,1171
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,432,495,455,470,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,14,1172
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,440,503,463,478,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,16,1173
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,448,511,471,486,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,16,1174
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,456,519,479,494,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,16,1175
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,464,527,487,502,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,15,1176
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,472,535,495,510,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,8,1177
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,480,543,503,518,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,16,1178
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,488,551,511,526,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,16,1179
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,496,559,519,534,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,16,1180
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,504,567,527,542,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,16,1181
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,512,575,535,550,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,13,1182
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,520,583,543,558,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0004,10,1183
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,528,591,551,566,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0004,16,1184
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,536,599,559,574,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0004,14,1185
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,544,607,567,582,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0005,9,1186
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,552,615,575,590,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0005,16,1187
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,560,623,583,598,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0005,12,1188
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,568,631,591,606,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,11,1189
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,576,639,599,614,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,16,1190
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,584,647,607,622,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,16,1191
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,592,655,615,630,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,16,1192
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,600,663,623,638,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,16,1193
