clip_id,start_frame,end_frame,label_start_frame,label_end_frame,target_class,event_id,event_overlap_frames,fps,source_video,window_id
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,96,159,119,134,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,565
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,112,175,135,150,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,566
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,128,191,151,166,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,567
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,144,207,167,182,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,568
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,160,223,183,198,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,569
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,176,239,199,214,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,570
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,192,255,215,230,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,571
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,208,271,231,246,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,572
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,224,287,247,262,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,573
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,240,303,263,278,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,574
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,256,319,279,294,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,575
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,272,335,295,310,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,576
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,288,351,311,326,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,577
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,304,367,327,342,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,578
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,320,383,343,358,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,579
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,336,399,359,374,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,580
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,352,415,375,390,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,581
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,368,431,391,406,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,582
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,384,447,407,422,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,583
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,400,463,423,438,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0001,13,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,584
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,416,479,439,454,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0001,10,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,585
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,432,495,455,470,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,14,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,586
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,448,511,471,486,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,587
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,464,527,487,502,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0002,15,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,588
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,480,543,503,518,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,589
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,496,559,519,534,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,590
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,512,575,535,550,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0003,13,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,591
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,528,591,551,566,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0004,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,592
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,544,607,567,582,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0005,9,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,593
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,560,623,583,598,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0005,12,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,594
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,576,639,599,614,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,595
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,592,655,615,630,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,596
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,608,671,631,646,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0006,12,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,597
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,624,687,647,662,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,598
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,640,703,663,678,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0007,9,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,599
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,656,719,679,694,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0007,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,600
england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p,672,735,695,710,pass,england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p__event_0007,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_02_27___18_00_Southampton_1___2_Chelsea__h2_720p.mp4,601
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,0,63,23,38,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0001,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,602
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,16,79,39,54,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0001,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,603
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,32,95,55,70,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0001,8,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,604
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,48,111,71,86,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0002,4,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,605
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,64,127,87,102,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0002,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,606
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,80,143,103,118,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0002,3,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,607
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,96,159,119,134,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,608
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,112,175,135,150,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,609
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,128,191,151,166,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,610
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,144,207,167,182,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,611
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,160,223,183,198,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0003,5,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,612
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,176,239,199,214,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,613
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,192,255,215,230,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,614
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,208,271,231,246,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,615
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,224,287,247,262,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0004,12,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,616
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,240,303,263,278,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0004,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,617
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,256,319,279,294,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0004,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,618
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,272,335,295,310,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0004,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,619
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,288,351,311,326,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0004,12,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,620
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,304,367,327,342,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,621
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,320,383,343,358,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0005,11,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,622
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,336,399,359,374,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0005,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,623
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,352,415,375,390,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0005,13,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,624
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,368,431,391,406,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,625
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,384,447,407,422,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0006,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,626
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,400,463,423,438,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0006,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,627
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,416,479,439,454,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0006,13,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,628
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,432,495,455,470,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,629
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,448,511,471,486,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,630
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,464,527,487,502,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0007,12,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,631
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,480,543,503,518,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0007,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,632
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,496,559,519,534,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0007,8,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,633
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,512,575,535,550,carry,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0008,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,634
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,528,591,551,566,carry,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0008,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,635
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,544,607,567,582,carry,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0008,8,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,636
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,560,623,583,598,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0009,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,637
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,576,639,599,614,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0009,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,638
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,592,655,615,630,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0009,12,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,639
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,608,671,631,646,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,640
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,624,687,647,662,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0010,10,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,641
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,640,703,663,678,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0010,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,642
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,656,719,679,694,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0010,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,643
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p,672,735,695,710,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p__event_0010,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h1_720p.mp4,644
england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h2_720p,0,63,23,38,pass,england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h2_720p__event_0001,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_03_05___18_00_Manchester_City_4___0_Aston_Villa__h2_720p.mp4,645
